Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
VVKDNJUW,journalArticle,2016,"Johnson, Alex M.; Karels, Tim J.",Partitioning the effects of habitat fragmentation on rodent species richness in an urban landscape,Urban Ecosystems,,"1083-8155, 1573-1642",10.1007/s11252-015-0513-1,http://link.springer.com/10.1007/s11252-015-0513-1,,2016-06,02-05-2023 20:05,10-05-2023 16:36,02-05-2023 20:04,547-560,,2,19,,Urban Ecosyst.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Johnson_Karels_2016_Urban Ecosyst..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ND5K4D2I,journalArticle,2021,"Yu, Haoran; Wang, Yongzheng; Eme, Chan; Fan, Xin; Rong, Yuejing; Zhang, Qiang; Liang, Zhe",Construction of Ecological Network Based on Multi-Scale Conversion and Nesting,Water,,2073-4441,10.3390/w13091278,https://www.mdpi.com/2073-4441/13/9/1278,"Ecological protection and the restoration of full-array ecosystems is an important part of ecological civilization construction, which is a powerful measure to implement the concept of green development and help bridge the gap between the respective inevitable requirements of the current ecological environment and economic development. To solve this problem, a multi-scale index system was constructed to identify ecological sources comprehensively. The minimum-cost path method, the circuit theory, and the cyclic window search method were adopted to quantitatively identify the important ecological sources and corridors in scale nesting and pinch points and barrier points that affect multi-level connectivity. Furthermore, the specific optimization layout strategy of the ecological network structure of the Hefei metropolitan area was proposed. According to the results, if ecological sources and corridors at two scales are overlaid, the coincident area of ecological sources at two scales is 1719.95 km2. As important ecological sources, Chaohu Lake Basin, Niuwangzhai, and Wuding Mountain, which are important areas to maintain the ecological network, need to be protected. Ten overlapping ecological corridors, which are mainly distributed in Changfeng County, are easily damaged long term. As a result, ecological nodes should be set up as temporary habitats for species transfer. In addition, based on the circuit theory and the cyclic window search method, calculating areas of pinch points at two scales yields 1637.75 km2 and 434.22 km2, respectively, and for areas of barrier points yields 2182.75 km2 and 126.97 km2, respectively. The ecological pinch points at two overlapping scales among them are important areas for future protection. Due to the small and fragmented spatial distribution in the urban area, pinch points with an average size of 0.58 km2 are easy to be restored and will greatly improve the connectivity of the ecological network after restoration. Furthermore, through the quantitative identification of ecological network elements of two scales, the paper puts forward an optimization strategy for an ecological network in the Hefei metropolitan area from three aspects of “point-line-polygon.” The research results can reference decision-making concerning the delineation of urban growth boundary, regional ecological security pattern, land space renovation, and ecosystem restoration.",30-04-2021,02-05-2023 20:05,11-05-2023 19:49,02-05-2023 20:04,1278,,9,13,,Water,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Yu_etal_2021_Water.pdf,,YES,ecological network; multi-scale; space overlay; the circuit theory; the least-cost path method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRATFM7W,journalArticle,2007,"FitzGibbon, Sean I.; Putland, David A.; Goldizen, Anne W.",The importance of functional connectivity in the conservation of a ground-dwelling mammal in an urban Australian landscape,Landscape Ecology,,"0921-2973, 1572-9761",10.1007/s10980-007-9139-x,http://link.springer.com/10.1007/s10980-007-9139-x,,02-11-2007,02-05-2023 20:05,10-05-2023 16:36,02-05-2023 20:04,1513-1525,,10,22,,Landscape Ecol.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\FitzGibbon_etal_2007_Landscape Ecol..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VF22F7G8,journalArticle,2014,"Myczko, Łukasz; Rosin, Zuzanna M.; Skórka, Piotr; Tryjanowski, Piotr",Urbanization Level and Woodland Size Are Major Drivers of Woodpecker Species Richness and Abundance,PLoS ONE,,1932-6203,10.1371/journal.pone.0094218,https://dx.plos.org/10.1371/journal.pone.0094218,,16-04-2014,02-05-2023 20:05,10-05-2023 16:38,02-05-2023 20:04,e94218,,4,9,,PLOS One,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Myczko_etal_2014_PLOS One.pdf,,YES,,"Moreira, Francisco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3GDHU3X5,journalArticle,2009,"Santoul, F.; Gaujard, A.; Angélibert, S.; Mastrorillo, S.; Céréghino, R.",Gravel pits support waterbird diversity in an urban landscape,Hydrobiologia,,"0018-8158, 1573-5117",10.1007/s10750-009-9886-6,http://link.springer.com/10.1007/s10750-009-9886-6,,2009-11,02-05-2023 20:05,08-05-2023 15:18,02-05-2023 20:04,107-114,,1,634,,Hydrobiologia,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Santoul_etal_2009_Hydrobiologia.pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYKANM3I,journalArticle,2022,"Garcia, André; Vaz, Pedro Gonçalves; Franco, José Carlos; Nunes, Pedro; Jactel, Hervé; Branco, Manuela",Urban tree isolation affects the abundance of its pests and their natural enemies,Landscape and Urban Planning,,1692046,10.1016/j.landurbplan.2022.104515,https://linkinghub.elsevier.com/retrieve/pii/S0169204622001645,,2022-11,02-05-2023 20:05,10-05-2023 16:36,02-05-2023 20:04,104515,,,227,,Landscape Urban Plan.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Garcia_etal_2022_Landscape Urban Plan..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAV3BW6P,journalArticle,2022,"Chin, Andrew; Ruppert, Jonathan; Shrestha, Namrata; Fortin, Marie-Josée",Urban Avian Conservation Planning Using Species Functional Traits and Habitat Suitability Mapping,Land,,2073-445X,10.3390/land11101831,https://www.mdpi.com/2073-445X/11/10/1831,"Urbanization adversely impacts biodiversity by reducing the quantity and quality of natural habitat areas. Additionally, the quality of natural habitat depends on its bio-physical characteristics (e.g., natural cover, impervious surfaces, urban tree canopy) as well as the functional traits of species inhabiting them (e.g., breeding/foraging habitat requirements). To better plan conservation of regional biodiversity in urbanized landscapes, it is therefore critical to assess the relationship between the landscape and the response of key Functional Trait Groups (FTGs) of species. To identify different FTGs of 116 avian species in the urbanized landscape of the Toronto region (Canada), we conducted a Functional Trait Analysis (FTA) using RLQ-fourth corner analysis. We focused on four species traits (diet, foraging, nesting, and territoriality) to identify the FTGs and their association with natural cover and landscape characteristics (landcover types, patch quality, habitat connectivity). Then, to predict FTG presence in relation to the landscape characteristics, we performed a Habitat Suitability Analysis (HSA). From this analysis, we found 21 avian FTGs with different habitat suitability values that correspond to forested patches and wetlands. The HSA for tree canopy, forest insectivore, and ground-nesting birds (or FTGs) have higher suitability values within forest patches, while aerial insectivores have higher suitability values in older residential neighborhoods indicating the value of the urban tree canopy. This methodological approach shows that by mapping habitat suitability by FTG one can identify strategic conservation areas that target multiple species, shifting efforts from a single species to a community-based functional focus. Our study highlights the conservation value of remnant and/or restored habitat patches in near urban and urban landscapes that help to maximize the persistence of regional avian biodiversity.",18-10-2022,02-05-2023 20:05,08-05-2023 15:18,02-05-2023 20:04,1831,,10,11,,Land,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Chin_etal_2022_Land.pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDXN2982,journalArticle,2016,"Wilson, Amanda; Fenton, Brian; Malloch, Gaynor; Boag, Brian; Hubbard, Steve; Begg, Graham",Urbanisation versus agriculture: a comparison of local genetic diversity and gene flow between wood mouse Apodemus sylvaticus populations in human-modified landscapes,Ecography,,9067590,10.1111/ecog.01297,https://onlinelibrary.wiley.com/doi/10.1111/ecog.01297,,2016-01,02-05-2023 20:05,10-05-2023 15:51,02-05-2023 20:04,87-97,,1,39,,Ecography,Urbanisation versus agriculture,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Wilson_etal_2016_Ecography.pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGDM8SRG,journalArticle,2018,"Buchholz, Sascha; Hannig, Karsten; Möller, Maria; Schirmel, Jens",Reducing management intensity and isolation as promising tools to enhance ground-dwelling arthropod diversity in urban grasslands,Urban Ecosystems,,"1083-8155, 1573-1642",10.1007/s11252-018-0786-2,http://link.springer.com/10.1007/s11252-018-0786-2,,2018-12,02-05-2023 20:05,10-05-2023 16:35,02-05-2023 20:04,1139-1149,,6,21,,Urban Ecosyst.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Buchholz_etal_2018_Urban Ecosyst..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4SPFKHM,journalArticle,2012,"Vergnes, Alan; Viol, Isabelle Le; Clergeau, Philippe",Green corridors in urban landscapes affect the arthropod communities of domestic gardens,Biological Conservation,,63207,10.1016/j.biocon.2011.11.002,https://linkinghub.elsevier.com/retrieve/pii/S0006320711004009,,2012-01,02-05-2023 20:05,10-05-2023 16:39,02-05-2023 20:04,171-178,,1,145,,Biol. Conserv.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Vergnes_etal_2012_Biol. Conserv..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28UNV9VP,journalArticle,2023,"Biello, Roberto; Brunelli, Andrea; Sozio, Giulia; Havenstein, Katja; Mortelliti, Alessio; Ketmaier, Valerio; Vilaça, Sibelle Torres; Bertorelle, Giorgio",The genetic structure and connectivity in two sympatric rodent species with different life histories are similarly affected by land use disturbances,Conservation Genetics,,"1566-0621, 1572-9737",10.1007/s10592-022-01485-z,https://link.springer.com/10.1007/s10592-022-01485-z,"Abstract             The negative impact of habitat fragmentation due to human activities may be different in different species that co-exist in the same area, with consequences on the development of environmental protection plans. Here we aim at understanding the effects produced by different natural and anthropic landscape features on gene flow patterns in two sympatric species with different specializations, one generalist and one specialist, sampled in the same locations. We collected and genotyped 194 wood mice (generalist species) and 199 bank voles (specialist species) from 15 woodlands in a fragmented landscape characterized by different potential barriers to dispersal. Genetic variation and structure were analyzed in the two species, respectively. Effective migration surfaces, isolation-by-resistance (IBR) analysis, and regression with randomization were used to investigate isolation-by-distance (IBD) and the relative importance of land cover elements on gene flow. We observed similar patterns of heterozygosity and IBD for both species, but the bank vole showed higher genetic differences among geographic areas. The IBR analysis suggests that (i) connectivity is reduced in both species by urban areas but more strongly in the specialist bank vole; (ii) cultivated areas act as dispersal corridors in both species; (iii) woodlands appear to be an important factor in increasing connectivity in the bank vole, and less so in the wood mouse. The difference in dispersal abilities between a generalist and specialist species was reflected in the difference in genetic structure, despite extensive habitat changes due to human activities. The negative effects of fragmentation due to the process of urbanization were, at least partially, mitigated by another human product, i.e., cultivated terrains subdivided by hedgerows, and this was true for both species.",2023-02,02-05-2023 20:05,10-05-2023 16:35,02-05-2023 20:04,59-72,,1,24,,Conserv. Genet.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Biello_etal_2023_Conserv. Genet..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNKZZWK2,journalArticle,2017,"Chang, Chi-Ru; Chien, Hsiao-Fan; Shiu, Hau-Jie; Ko, Chie-Jen; Lee, Pei-Fen",Multiscale heterogeneity within and beyond Taipei city greenspaces and their relationship with avian biodiversity,Landscape and Urban Planning,,1692046,10.1016/j.landurbplan.2016.05.028,https://linkinghub.elsevier.com/retrieve/pii/S0169204616300950,,2017-01,02-05-2023 20:05,10-05-2023 16:35,02-05-2023 20:04,138-150,,,157,,Landscape Urban Plan.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Chang_etal_2017_Landscape Urban Plan..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IV8RLJV4,journalArticle,2020,"Xue, Xingyu; Lin, Yi; Zheng, Qiming; Wang, Ke; Zhang, Jing; Deng, Jinsong; Abubakar, Ghali Abdullahi; Gan, Muye",Mapping the fine-scale spatial pattern of artificial light pollution at night in urban environments from the perspective of bird habitats,Science of The Total Environment,,489697,10.1016/j.scitotenv.2019.134725,https://linkinghub.elsevier.com/retrieve/pii/S0048969719347163,,2020-02,02-05-2023 20:05,10-05-2023 16:39,02-05-2023 20:04,134725,,,702,,Sci. Total Environ.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Xue_etal_2020_Sci. Total Environ..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBZHW2LP,journalArticle,2021,"Turo, Katherine J.; Gardiner, Mary M.",Effects of urban greenspace configuration and native vegetation on bee and wasp reproduction,Conservation Biology,,"0888-8892, 1523-1739",10.1111/cobi.13753,https://onlinelibrary.wiley.com/doi/10.1111/cobi.13753,,2021-12,02-05-2023 20:05,10-05-2023 16:39,02-05-2023 20:04,1755-1765,,6,35,,Conserv. Biol.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Turo_Gardiner_2021_Conserv. Biol..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9NIXYCLV,journalArticle,2009,"Trollope, Samuel T.; White, John G.; Cooke, Raylene",The response of ground and bark foraging insectivorous birds across an urban–forest gradient,Landscape and Urban Planning,,1692046,10.1016/j.landurbplan.2009.06.013,https://linkinghub.elsevier.com/retrieve/pii/S0169204609001236,,2009-11,02-05-2023 20:05,10-05-2023 16:39,02-05-2023 20:04,142-150,,2,93,,Landscape Urban Plan.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Trollope_etal_2009_Landscape Urban Plan..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUAKZGJF,journalArticle,2023,"Wu, Bin; Bao, Yu; Wang, Zhitai; Chen, Xintong; Wei, Wenfei",Multi-temporal evaluation and optimization of ecological network in multi-mountainous city,Ecological Indicators,,1470160X,10.1016/j.ecolind.2022.109794,https://linkinghub.elsevier.com/retrieve/pii/S1470160X22012675,,2023-02,02-05-2023 20:05,10-05-2023 16:39,02-05-2023 20:04,109794,,,146,,Ecol. Indic.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Wu_etal_2023_Ecol. Indic..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K8QPHPK4,journalArticle,2013,"Łopucki, Rafał; Mróz, Iwona; Berliński, Łukasz; Burzych, Marzena",Effects of urbanization on small-mammal communities and the population structure of synurbic species: an example of a medium-sized city,Canadian Journal of Zoology,,"0008-4301, 1480-3283",10.1139/cjz-2012-0168,http://www.nrcresearchpress.com/doi/10.1139/cjz-2012-0168,"Theories concerning the impact of urbanization on ground-dwelling mammals are mainly based on large-city studies. We investigated whether the negative effects of urbanization are evident in smaller urban areas, where green areas are usually less isolated from their natural surroundings. Livetrapping of small mammals (Rodentia and Soricomorpha) was conducted between 2007 and 2010 in 15 patches within the city of Lublin (Poland) (147.5 km               2               , population 354 000) and 15 patches in its agricultural surroundings. A decline in species richness and diversity along an urbanization gradient and an increase in the abundance of species best adapted to the city environment (synurbic species) were observed. The main factors influencing ground-dwelling mammals was isolation of green patches, while the management type of green areas had no significant effect. The genus Apodemus Kaup, 1829, particularly the striped field mouse (Apodemus agrarius (Pallas, 1771)), was the most urban biased. Within the city, A. agrarius alters its habitat preferences and life-history parameters (body mass, seasonal fluctuations, winter survival). Understanding the factors influencing ground-dwelling mammals in medium-sized cities will enable measures to be implemented that could reduce the negative effects of urbanization during urban expansion.",2013-08,02-05-2023 20:05,10-05-2023 15:51,02-05-2023 20:04,554-561,,8,91,,Can. J. Zool.,Effects of urbanization on small-mammal communities and the population structure of synurbic species,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Lopucki_etal_2013_Can. J. Zool..pdf,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
