doi,updated,url,url_for_pdf,url_for_landing_page,evidence,license,version,host_type,is_best,pmh_id,endpoint_id,repository_institution,oa_date,data_standard,is_oa,is_paratext,genre,oa_status,has_repository_copy,journal_is_oa,journal_is_in_doaj,journal_issns,journal_issn_l,journal_name,publisher,published_date,year,title,updated_resource,decision
10.1007/s10592-021-01350-5,2023-03-23T20:41:44.577795,https://link.springer.com/content/pdf/10.1007/s10592-021-01350-5.pdf,https://link.springer.com/content/pdf/10.1007/s10592-021-01350-5.pdf,https://doi.org/10.1007/s10592-021-01350-5,open (via crossref license),cc-by,publishedVersion,publisher,TRUE,NA,NA,NA,2021-03-27,2,TRUE,FALSE,journal-article,hybrid,FALSE,FALSE,FALSE,"1566-0621,1572-9737",1566-0621,Conservation Genetics,Springer Science and Business Media LLC,2021-03-27,2021,"Conservation genetics of the yellow-bellied toad (Bombina variegata): population structure, genetic diversity and landscape effects in an endangered amphibian",2021-03-27T21:03:34.957195,MAYBE
10.1371/journal.pone.0234008,2023-03-23T20:41:44.796002,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0234008&type=printable,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0234008&type=printable,https://doi.org/10.1371/journal.pone.0234008,oa journal (via doaj),cc-by,publishedVersion,publisher,TRUE,NA,NA,NA,2020-06-12,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLOS ONE,Public Library of Science (PLoS),2020-06-12,2020,Effects of low-density urbanization on genetic structure in the Song Sparrow,2023-03-21T07:13:31.287132,MAYBE
10.1371/journal.pone.0234008,2022-02-21T07:57:54.701185,https://europepmc.org/articles/pmc7292390?pdf=render,https://europepmc.org/articles/pmc7292390?pdf=render,https://europepmc.org/articles/pmc7292390,oa repository (via OAI-PMH doi match),cc-by,publishedVersion,repository,FALSE,oai:europepmc.org:FYJsVXBGVbBiPCiN4S2H,b5e840539009389b1a6,PubMed Central - Europe PMC,NA,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLOS ONE,Public Library of Science (PLoS),2020-06-12,2020,Effects of low-density urbanization on genetic structure in the Song Sparrow,2023-03-21T07:13:31.287132,MAYBE
10.1371/journal.pone.0234008,2023-01-01T08:13:10.505589,https://vtechworks.lib.vt.edu/bitstream/10919/99012/1/journal.pone.0234008.pdf,https://vtechworks.lib.vt.edu/bitstream/10919/99012/1/journal.pone.0234008.pdf,http://hdl.handle.net/10919/99012,oa repository (via OAI-PMH doi match),cc-by,publishedVersion,repository,FALSE,oai:vtechworks.lib.vt.edu:10919/99012,62e00d5bc847f5b23ac,Virginia Tech - Virginia Tech Works,NA,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLOS ONE,Public Library of Science (PLoS),2020-06-12,2020,Effects of low-density urbanization on genetic structure in the Song Sparrow,2023-03-21T07:13:31.287132,MAYBE
10.1371/journal.pone.0234008,2023-03-23T20:41:44.796093,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7292390,NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7292390,oa repository (via pmcid lookup),NA,publishedVersion,repository,FALSE,NA,NA,NA,NA,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLOS ONE,Public Library of Science (PLoS),2020-06-12,2020,Effects of low-density urbanization on genetic structure in the Song Sparrow,2023-03-21T07:13:31.287132,MAYBE
10.1016/j.pecon.2020.06.006,2023-03-23T20:41:45.106641,https://doi.org/10.1016/j.pecon.2020.06.006,NA,https://doi.org/10.1016/j.pecon.2020.06.006,oa journal (via doaj),cc-by-nc-nd,publishedVersion,publisher,TRUE,NA,NA,NA,2020-07-01,2,TRUE,FALSE,journal-article,gold,FALSE,TRUE,TRUE,2530-0644,2530-0644,Perspectives in Ecology and Conservation,Elsevier BV,2020-07-01,2020,Landscape changes decrease genetic diversity in the Pallas’ long-tongued bat,2022-04-06T13:22:29.644480,MAYBE
10.1007/s13364-020-00546-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"2199-2401,2199-241X",2199-241X,Mammal Research,Springer Science and Business Media LLC,2020-11-13,2020,Effects of landscape heterogeneity on population genetic structure and demography of Amazonian phyllostomid bats,2021-01-19T19:30:24.029619,MAYBE
10.1007/s10592-014-0676-y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1566-0621,1572-9737",1566-0621,Conservation Genetics,Springer Science and Business Media LLC,2014-11-14,2014,Multivariate analysis of polyploid data reveals the role of railways in the spread of the invasive South African Ragwort (Senecio inaequidens),2022-04-12T04:57:51.325052,MAYBE
10.1016/j.gecco.2022.e02273,2023-03-23T20:41:45.646240,https://doi.org/10.1016/j.gecco.2022.e02273,NA,https://doi.org/10.1016/j.gecco.2022.e02273,oa journal (via doaj),cc-by,publishedVersion,publisher,TRUE,NA,NA,NA,2022-10-01,2,TRUE,FALSE,journal-article,gold,FALSE,TRUE,TRUE,2351-9894,2351-9894,Global Ecology and Conservation,Elsevier BV,2022-10-01,2022,"Spatial genetic structure and gene flow of the eastern grey kangaroo (Macropus giganteus), in a rapidly urbanising landscape",2022-10-06T02:58:03.059085,MAYBE
10.1674/0003-0031-168.2.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"0003-0031,1938-4238",0003-0031,The American Midland Naturalist,University of Notre Dame,2012-10-01,2012,Urban Habitat Fragmentation and Genetic Population Structure of Bobcats in Coastal Southern California,2021-01-13T07:02:26.812858,MAYBE
10.1111/mec.16005,2021-06-19T15:21:10.478422,https://www.biorxiv.org/content/biorxiv/early/2020/08/17/2020.08.16.253104.full.pdf,https://www.biorxiv.org/content/biorxiv/early/2020/08/17/2020.08.16.253104.full.pdf,https://doi.org/10.1101/2020.08.16.253104,oa repository (via page says license),cc-by,submittedVersion,repository,TRUE,NA,NA,NA,2020-08-17,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,"0962-1083,1365-294X",0962-1083,Molecular Ecology,Wiley,2021-06-12,2021,The population genetics of urban and rural amphibians in North America,2022-09-19T14:15:38.537889,MAYBE
10.1111/j.1438-8677.2008.00176.x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1435-8603,1438-8677",1435-8603,Plant Biology,Wiley,2009-09-01,2009,Pollen dispersal and genetic variation in an early-successional forest herb in a peri-urban forest,2021-01-17T01:03:32.179807,MAYBE
10.1071/zo15022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0004-959X,0004-959X,Australian Journal of Zoology,CSIRO Publishing,2015-01-01,2015,"Weak genetic structuring suggests historically high genetic connectivity among recently fragmented urban populations of the scincid lizard, Ctenotus fallens",2021-01-16T21:41:10.425599,MAYBE
10.3389/fevo.2021.628765,2023-03-23T20:41:46.590885,https://www.frontiersin.org/articles/10.3389/fevo.2021.628765/pdf,https://www.frontiersin.org/articles/10.3389/fevo.2021.628765/pdf,https://doi.org/10.3389/fevo.2021.628765,oa journal (via doaj),cc-by,publishedVersion,publisher,TRUE,NA,NA,NA,2021-04-06,2,TRUE,FALSE,journal-article,gold,FALSE,TRUE,TRUE,2296-701X,2296-701X,Frontiers in Ecology and Evolution,Frontiers Media SA,2021-04-06,2021,Growing Out of the Tropical Forests: Gene Flow of Native Mesoamerican Trees Among Forest and Mayan Homegardens,2021-04-06T21:42:33.078001,MAYBE
10.1098/rspb.2018.0143,2020-10-11T02:36:04.965395,https://royalsocietypublishing.org/doi/pdf/10.1098/rspb.2018.0143,https://royalsocietypublishing.org/doi/pdf/10.1098/rspb.2018.0143,https://doi.org/10.1098/rspb.2018.0143,open (via free pdf),NA,publishedVersion,publisher,TRUE,NA,NA,NA,NA,2,TRUE,FALSE,journal-article,bronze,TRUE,FALSE,FALSE,"0962-8452,1471-2954",0962-8452,Proceedings of the Royal Society B: Biological Sciences,The Royal Society,2018-07-25,2018,Admixture of hybrid swarms of native and introduced lizards in cities is determined by the cityscape structure and invasion history,2023-03-19T07:02:33.518809,MAYBE
10.1098/rspb.2018.0143,2022-01-01T21:17:11.101428,https://europepmc.org/articles/pmc6083264?pdf=render,https://europepmc.org/articles/pmc6083264?pdf=render,https://europepmc.org/articles/pmc6083264,oa repository (via OAI-PMH doi match),NA,publishedVersion,repository,FALSE,oai:europepmc.org:2buKYT9GVCMB9SsPgasZ,b5e840539009389b1a6,PubMed Central - Europe PMC,NA,2,TRUE,FALSE,journal-article,bronze,TRUE,FALSE,FALSE,"0962-8452,1471-2954",0962-8452,Proceedings of the Royal Society B: Biological Sciences,The Royal Society,2018-07-25,2018,Admixture of hybrid swarms of native and introduced lizards in cities is determined by the cityscape structure and invasion history,2023-03-19T07:02:33.518809,MAYBE
10.1098/rspb.2018.0143,2023-03-23T20:41:46.774278,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6083264,NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6083264,oa repository (via pmcid lookup),NA,publishedVersion,repository,FALSE,NA,NA,NA,NA,2,TRUE,FALSE,journal-article,bronze,TRUE,FALSE,FALSE,"0962-8452,1471-2954",0962-8452,Proceedings of the Royal Society B: Biological Sciences,The Royal Society,2018-07-25,2018,Admixture of hybrid swarms of native and introduced lizards in cities is determined by the cityscape structure and invasion history,2023-03-19T07:02:33.518809,MAYBE
10.1080/01584197.2020.1794908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"0158-4197,1448-5540",0158-4197,Emu - Austral Ornithology,Informa UK Limited,2020-07-02,2020,"Widespread genetic connectivity in Australia’s most common owl, despite extensive habitat fragmentation",2021-05-27T06:13:41.654941,MAYBE
10.1007/s10841-022-00388-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1366-638X,1572-9753",1366-638X,Journal of Insect Conservation,Springer Science and Business Media LLC,2022-03-22,2022,Synergistic effects of climate and human-induced landscape changes on the spatial distribution of an endangered dung beetle,2022-03-22T21:04:09.630425,MAYBE
10.1007/s10841-008-9176-z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1366-638X,1572-9753",1366-638X,Journal of Insect Conservation,Springer Science and Business Media LLC,2008-07-09,2008,Loss of genetic connectivity and diversity in urban microreserves in a southern California endemic Jerusalem cricket (Orthoptera: Stenopelmatidae: Stenopelmatus n. sp. “santa monica”),2021-01-17T20:37:40.656391,MAYBE
10.1111/bij.12602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0024-4066,0024-4066,Biological Journal of the Linnean Society,Oxford University Press (OUP),2015-06-27,2015,Population genetic diversity of the clonal self-incompatible herbaceous plant<i>Linaria vulgaris</i>along an urbanization gradient,2023-01-04T13:46:59.532553,MAYBE
10.1016/j.foreco.2022.120682,2023-03-23T20:41:47.602523,https://doi.org/10.1016/j.foreco.2022.120682,NA,https://doi.org/10.1016/j.foreco.2022.120682,open (via crossref license),cc-by-nc-nd,publishedVersion,publisher,TRUE,NA,NA,NA,2022-11-25,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,0378-1127,0378-1127,Forest Ecology and Management,Elsevier BV,2023-02-01,2023,"Landscapes drive the dispersal of Monochamus alternatus, vector of the pinewood nematode, revealed by whole-genome resequencing",2022-12-05T08:32:22.322619,MAYBE
10.1016/j.foreco.2022.120682,NA,https://doi.org/10.22541/au.159611454.41894137,NA,https://doi.org/10.22541/au.159611454.41894137,oa repository (via OAI-PMH title and first author match),NA,submittedVersion,repository,FALSE,NA,mgm3w2hszwdghkrnkrms,Authorea - Authorea,NA,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,0378-1127,0378-1127,Forest Ecology and Management,Elsevier BV,2023-02-01,2023,"Landscapes drive the dispersal of Monochamus alternatus, vector of the pinewood nematode, revealed by whole-genome resequencing",2022-12-05T08:32:22.322619,MAYBE
10.1007/s10980-008-9210-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"0921-2973,1572-9761",0921-2973,Landscape Ecology,Springer Science and Business Media LLC,2008-03-14,2008,"Riparian plant composition in an urbanizing landscape in southern California, U.S.A.",2021-01-18T04:52:43.797556,MAYBE
10.1007/s11355-019-00381-y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1860-1871,1860-188X",1860-1871,Landscape and Ecological Engineering,Springer Science and Business Media LLC,2019-06-27,2019,"Identifying habitats and corridors of an invasive plant, Ageratina altissima, in an urban forest",2021-01-16T18:56:01.802818,MAYBE
10.1111/1365-2656.12007,2018-10-06T05:08:15.447217,https://besjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1365-2656.12007,https://besjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1365-2656.12007,https://doi.org/10.1111/1365-2656.12007,open (via free pdf),NA,publishedVersion,publisher,TRUE,NA,NA,NA,NA,2,TRUE,FALSE,journal-article,bronze,FALSE,FALSE,FALSE,0021-8790,0021-8790,Journal of Animal Ecology,Wiley,2012-11-28,2012,Disrupted fine-scale population processes in fragmented landscapes despite large-scale genetic connectivity for a widespread and common cooperative breeder: the superb fairy-wren (<i>Malurus cyaneus</i>),2022-11-05T18:21:22.892506,MAYBE
10.1016/j.landurbplan.2012.07.010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0169-2046,0169-2046,Landscape and Urban Planning,Elsevier BV,2012-09-01,2012,Do species distribution models predict species richness in urban and natural green spaces? A case study using amphibians,2021-01-14T14:02:46.429522,MAYBE
10.1016/j.meegid.2021.105031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,1567-1348,1567-1348,"Infection, Genetics and Evolution",Elsevier BV,2021-11-01,2021,Genetic structure and connectivity among Aedes aegypti populations within Madurai city in Southern India,2022-12-04T07:52:38.459231,MAYBE
10.1016/j.landurbplan.2013.08.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0169-2046,0169-2046,Landscape and Urban Planning,Elsevier BV,2013-12-01,2013,Biotic homogenization and differentiation of the flora in artificial and near-natural habitats across urban green spaces,2021-01-17T09:45:53.914830,MAYBE
10.1007/s10592-013-0495-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1566-0621,1572-9737",1566-0621,Conservation Genetics,Springer Science and Business Media LLC,2013-05-23,2013,The role of golf courses in maintaining genetic connectivity between common frog (Rana temporaria) populations in an urban setting,2021-01-16T10:58:00.836884,MAYBE
10.1007/s10980-008-9232-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"0921-2973,1572-9761",0921-2973,Landscape Ecology,Springer Science and Business Media LLC,2008-06-17,2008,Linkages beyond borders: targeting spatial processes in fragmented urban landscapes,2021-01-15T01:22:03.235354,MAYBE
10.1111/jbi.14000,2022-12-26T10:52:47.525979,https://dipot.ulb.ac.be/dspace/bitstream/2013/316647/3/jbi.14000.pdf,https://dipot.ulb.ac.be/dspace/bitstream/2013/316647/3/jbi.14000.pdf,https://dipot.ulb.ac.be/dspace/bitstream/2013/316647/3/jbi.14000.pdf,oa repository (via OAI-PMH doi match),NA,publishedVersion,repository,TRUE,oai:dipot.ulb.ac.be:2013/316647,6f429c67ac28552eb56,Université Libre de Bruxelles - Dépôt institutionnel de l'Université libre de Bruxelles,2021-10-20,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,"0305-0270,1365-2699",0305-0270,Journal of Biogeography,Wiley,2020-11-07,2020,High thematic resolution land use change models refine biodiversity scenarios: A case study with Belgian bumblebees,2022-01-19T01:08:23.845513,MAYBE
10.1111/j.0906-7590.2008.05302.x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"0906-7590,1600-0587",0906-7590,Ecography,Wiley,2008-06-01,2008,Importance of estimating matrix quality for modeling species distribution in complex tropical landscapes: a test with Atlantic forest small mammals,2021-01-19T13:40:01.536162,MAYBE
10.1007/s00267-015-0642-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"0364-152X,1432-1009",0364-152X,Environmental Management,Springer Science and Business Media LLC,2015-12-12,2015,Geotechnology-Based Modeling to Optimize Conservation of Forest Network in Urban Area,2021-01-18T23:18:49.371697,MAYBE
10.1016/j.envsci.2020.04.002,2022-11-07T00:00:25.909276,http://dro.dur.ac.uk/30804/1/30804.pdf,http://dro.dur.ac.uk/30804/1/30804.pdf,http://dro.dur.ac.uk/30804/1/30804.pdf,oa repository (via OAI-PMH doi match),cc-by-nc-nd,acceptedVersion,repository,TRUE,oai:dro.dur.ac.uk.OAI2:30804,07290d0fcd674b3ee03,NA,2021-05-14,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,1462-9011,1462-9011,Environmental Science &amp; Policy,Elsevier BV,2020-08-01,2020,Nature-based solutions for urban biodiversity governance,2022-07-20T19:19:43.937360,MAYBE
10.1016/j.envsci.2020.04.002,2022-11-06T23:29:38.360574,http://dro.dur.ac.uk/30804/1/30804.pdf?DDD14+djlm41,http://dro.dur.ac.uk/30804/1/30804.pdf?DDD14+djlm41,http://dro.dur.ac.uk/30804/,oa repository (via OAI-PMH doi match),cc-by-nc-nd,acceptedVersion,repository,FALSE,oai:dro.dur.ac.uk.OAI2:30804,b835f49e3e12fb664c3,Durham University - Durham Research Online,2021-05-14,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,1462-9011,1462-9011,Environmental Science &amp; Policy,Elsevier BV,2020-08-01,2020,Nature-based solutions for urban biodiversity governance,2022-07-20T19:19:43.937360,MAYBE
10.1111/mec.15753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"0962-1083,1365-294X",0962-1083,Molecular Ecology,Wiley,2021-01-12,2021,"Type and intensity of surrounding human land use, not local environment, shape genetic structure of a native grassland plant",2022-03-25T02:26:08.045884,MAYBE
10.1371/journal.pone.0125719,2023-03-23T20:41:49.892876,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0125719&type=printable,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0125719&type=printable,https://doi.org/10.1371/journal.pone.0125719,oa journal (via doaj),cc-by,publishedVersion,publisher,TRUE,NA,NA,NA,2015-05-07,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLOS ONE,Public Library of Science (PLoS),2015-05-07,2015,"Nest Suitability, Fine-Scale Population Structure and Male-Mediated Dispersal of a Solitary Ground Nesting Bee in an Urban Landscape",2023-03-19T04:35:20.938969,MAYBE
10.1371/journal.pone.0125719,2022-05-19T01:14:27.990301,https://europepmc.org/articles/pmc4423849?pdf=render,https://europepmc.org/articles/pmc4423849?pdf=render,https://europepmc.org/articles/pmc4423849,oa repository (via OAI-PMH doi match),cc-by,publishedVersion,repository,FALSE,oai:europepmc.org:jUaFXfL6mdHbFV5dqhbg,b5e840539009389b1a6,PubMed Central - Europe PMC,NA,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLOS ONE,Public Library of Science (PLoS),2015-05-07,2015,"Nest Suitability, Fine-Scale Population Structure and Male-Mediated Dispersal of a Solitary Ground Nesting Bee in an Urban Landscape",2023-03-19T04:35:20.938969,MAYBE
