"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"4MMALBDK","journalArticle","2019","Ehlers Smith, David A.; Ehlers Smith, Yvette C.; Downs, Colleen T.","Promoting functional connectivity of anthropogenically-fragmented forest patches for multiple taxa across a critically endangered biome","Landscape and Urban Planning","","01692046","10.1016/j.landurbplan.2019.05.010","https://linkinghub.elsevier.com/retrieve/pii/S0169204619306905","","2019-10","2023-05-02 20:14:43","2023-05-08 15:18:26","2023-05-02 20:12:39","103579","","","190","","Landscape and Urban Planning","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Ehlers Smith_etal_2019_Landscape and Urban Planning.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DM2LHUCK","journalArticle","2019","Smith, Justine A.; Duane, Timothy P.; Wilmers, Christopher C.","Moving through the matrix: Promoting permeability for large carnivores in a human-dominated landscape","Landscape and Urban Planning","","01692046","10.1016/j.landurbplan.2018.11.003","https://linkinghub.elsevier.com/retrieve/pii/S0169204618312829","","2019-03","2023-05-02 20:14:43","2023-05-08 15:18:26","2023-05-02 20:12:39","50-58","","","183","","Landscape and Urban Planning","Moving through the matrix","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Smith_etal_2019_Landscape and Urban Planning.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9F324M79","journalArticle","2022","Xiong, Yongmei; Li, Zhiqi; Ruan, Lin; Dai, Seping; Hu, Lin","Comparison of avian diversity between urban parks adjacent to mountain and river in the largest megacity Guangzhou, South China","Urban Forestry & Urban Greening","","16188667","10.1016/j.ufug.2022.127756","https://linkinghub.elsevier.com/retrieve/pii/S1618866722002990","","2022-11","2023-05-02 20:14:44","2023-05-08 15:18:26","2023-05-02 20:12:39","127756","","","77","","Urban Forestry & Urban Greening","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Xiong_etal_2022_Urban Forestry & Urban Greening.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J7HWYAFE","journalArticle","2015","Schütz, Claudia; Schulze, Christian H.","Functional diversity of urban bird communities: effects of landscape composition, green space area and vegetation cover","Ecology and Evolution","","2045-7758, 2045-7758","10.1002/ece3.1778","https://onlinelibrary.wiley.com/doi/10.1002/ece3.1778","","2015-11","2023-05-02 20:14:44","2023-05-08 15:18:26","2023-05-02 20:12:39","5230-5239","","22","5","","Ecol Evol","Functional diversity of urban bird communities","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Schutz_Schulze_2015_Ecol Evol.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWBV8AXH","journalArticle","2011","Brady, Megan J.; Mcalpine, Clive A.; Miller, Craig J.; Possingham, Hugh P.; Baxter, Greg S.","Mammal responses to matrix development intensity","Austral Ecology","","14429985","10.1111/j.1442-9993.2010.02110.x","https://onlinelibrary.wiley.com/doi/10.1111/j.1442-9993.2010.02110.x","","2011-02","2023-05-02 20:14:44","2023-05-15 21:01:24","2023-05-02 20:12:39","35-45","","1","36","","","Mammal responses to matrix development intensity","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Brady_etal_2011_Austral Ecology.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KGIPIAN7","journalArticle","2021","Fenoglio, María Silvina; Calviño, Ana; González, Ezequiel; Salvo, Adriana; Videla, Martin","Urbanisation drivers and underlying mechanisms of terrestrial insect diversity loss in cities","Ecological Entomology","","0307-6946, 1365-2311","10.1111/een.13041","https://onlinelibrary.wiley.com/doi/10.1111/een.13041","","2021-08","2023-05-02 20:14:44","2023-05-10 17:19:56","2023-05-02 20:12:39","757-771","","4","46","","Ecol Entomol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Fenoglio_etal_2021_Ecol Entomol.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LCU8XRIV","journalArticle","2016","Sing, Kong-Wah; Jusoh, Wan F. A.; Hashim, Nor Rasidah; Wilson, John-James","Urban parks: refuges for tropical butterflies in Southeast Asia?","Urban Ecosystems","","1083-8155, 1573-1642","10.1007/s11252-016-0542-4","http://link.springer.com/10.1007/s11252-016-0542-4","","2016-09","2023-05-02 20:14:45","2023-05-08 15:18:27","2023-05-02 20:12:39","1131-1147","","3","19","","Urban Ecosyst","Urban parks","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Sing_etal_2016_Urban Ecosyst.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RK8K8YFV","journalArticle","2018","Useni Sikuzani, Yannick; Sambiéni Kouagou, Raoul; Maréchal, Justine; Ilunga Wa Ilunga, Edouard; Malaisse, François; Bogaert, Jan; Munyemba Kankumbi, François","Changes in the Spatial Pattern and Ecological Functionalities of Green Spaces in Lubumbashi (the Democratic Republic of Congo) in Relation With the Degree of Urbanization","Tropical Conservation Science","","1940-0829, 1940-0829","10.1177/1940082918771325","http://journals.sagepub.com/doi/10.1177/1940082918771325","","2018-01","2023-05-02 20:14:45","2023-05-08 15:18:27","2023-05-02 20:12:39","194008291877132","","","11","","Tropical Conservation Science","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Useni Sikuzani_etal_2018_Tropical Conservation Science.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MZP6G59R","journalArticle","2014","Tian, Yuhong; Jim, C.Y.; Wang, Haiqing","Assessing the landscape and ecological quality of urban green spaces in a compact city","Landscape and Urban Planning","","01692046","10.1016/j.landurbplan.2013.10.001","https://linkinghub.elsevier.com/retrieve/pii/S0169204613001941","","2014-01","2023-05-02 20:14:45","2023-05-08 15:18:28","2023-05-02 20:12:39","97-108","","","121","","Landscape and Urban Planning","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Tian_etal_2014_Landscape and Urban Planning.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z8TIQ3YT","journalArticle","2018","Andrade, Riley; Bateman, Heather L.; Franklin, Janet; Allen, Daniel","Waterbird community composition, abundance, and diversity along an urban gradient","Landscape and Urban Planning","","01692046","10.1016/j.landurbplan.2017.11.003","https://linkinghub.elsevier.com/retrieve/pii/S0169204617302931","","2018-02","2023-05-02 20:14:45","2023-05-08 15:18:28","2023-05-02 20:12:39","103-111","","","170","","Landscape and Urban Planning","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Andrade_etal_2018_Landscape and Urban Planning.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QDTQ74WW","journalArticle","2013","Gong, Chongfeng; Chen, Jiquan; Yu, Shixiao","Biotic homogenization and differentiation of the flora in artificial and near-natural habitats across urban green spaces","Landscape and Urban Planning","","01692046","10.1016/j.landurbplan.2013.08.006","https://linkinghub.elsevier.com/retrieve/pii/S016920461300159X","","2013-12","2023-05-02 20:14:46","2023-05-08 15:18:28","2023-05-02 20:12:39","158-169","","","120","","Landscape and Urban Planning","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Gong_etal_2013_Landscape and Urban Planning.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ZVHP65U","journalArticle","2010","Franz, I.; Cappelatti, L.; Barros, Mp","Bird community in a forest patch isolated by the urban matrix at the Sinos River basin, Rio Grande do Sul state, Brazil, with comments on the possible local defaunation","Brazilian Journal of Biology","","1519-6984","10.1590/S1519-69842010000600002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842010000600002&lng=en&tlng=en","We compared the avifauna recorded in a recent survey in an urban park (Parque Municipal Henrique Luís Roessler, Parcão) and surroundings, Novo Hamburgo, RS, with past data, to evaluate the possible alterations in species composition over time. Of the 265 species compiled as original elements of that region, 114 were found at Parcão. Among forest species, 37% were considered locally extinct. The most affected guild was the large frugivores, with nine extinct species and one survivor (Trogon surrucura). Birds highly sensitive to disturbance as well as endemic species were the most extinguished. The possible causes for this loss are fragmentation, hunting and environmental changes. The diversity today is threatened, thus conservation measures are necessary in that region. The most important actions are: maintenance of ecological corridors, protection of natural remnant areas and the establishment of protected areas.           ,              Comparamos a avifauna registrada em levantamento recente no Parque Municipal Henrique Luís Roessler e arredores, Novo Hamburgo, RS, com os registros do passado, com o objetivo de avaliar as possíveis alterações na composição de espécies ao longo do tempo. Das 265 espécies compiladas como elementos originais da região, 114 foram registradas no Parcão. Dentre as espécies florestais, 37% foram consideradas extintas localmente. A guilda mais afetada foi a dos frugívoros de grande porte, com nove espécies extintas e uma sobrevivente (Trogon surrucura). Aves endêmicas e com alta sensibilidade à perturbação nos hábitats se extinguiram mais. As prováveis causas dessas perdas são fragmentação, caça e descaracterização dos ambientes. A diversidade atual encontra-se ameaçada e, portanto, medidas de conservação se fazem necessárias na região. As mais importantes são: manutenção de corredores ecológicos, proteção dos remanescentes naturais e criação de unidades de conservação.","2010-12","2023-05-02 20:14:46","2023-05-08 15:18:29","2023-05-02 20:12:40","1137-1148","","4 suppl","70","","Braz. J. Biol.","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Franz_etal_2010_Braz. J. Biol..pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I7BVVAS5","journalArticle","2022","Lian, Zixuan; Feng, Xianhui","Urban Green Space Pattern in Core Cities of the Greater Bay Area Based on Morphological Spatial Pattern Analysis","Sustainability","","2071-1050","10.3390/su141912365","https://www.mdpi.com/2071-1050/14/19/12365","Urban green spaces (UGSs) play a crucial role in supporting urban ecological systems and improving human well-being in cities. The spatial patterns of UGS are vital bases for analyzing various ecological processes. However, few studies have investigated morphological UGS patterns, especially in high-density cities. The Guangdong–Hong Kong–Macao Greater Bay Area (GBA) in China is one of the four major bay areas in the world. The aim of this study was to investigate the patterns and distributions of UGS in the core GBA cities (Guangzhou, Shenzhen, Zhuhai, Hong Kong, and Macao), and discuss the shortcomings and potential environmental impacts of the contemporary patterns of UGS. Morphological spatial pattern analysis (MSPA) was used to analyze the spatial UGS pattern. Seven MSPA metrics (core, islet, perforation, edge, loop, bridge, and branch) were assessed to measure morphological UGS patterns. The results showed that: (1) Hong Kong has the highest quality habitat, with a large and continuous distribution of UGSs, and a few smaller green spaces scattered in built-up areas; (2) Guangzhou’s UGSs are unevenly distributed, with large green spaces concentrated in the northern part of the city and many small, scattered green spaces distributed in built-up areas, demonstrating the most prominent pattern of green space fragmentation; (3) green space patches in the Shenzhen–Hong Kong region exhibit a relatively complex form; and (4) the UGS in Zhuhai–Macao is relatively discrete, and its connectivity is relatively low. These findings not only improve the depth of understanding of the spatial pattern of UGS in the GBA, but also confirm the applicability of MSPA in the analysis of spatial patterns of UGS.","2022-09-28","2023-05-02 20:14:46","2023-05-08 15:18:29","2023-05-02 20:12:40","12365","","19","14","","Sustainability","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\MAYBE\Lian_Feng_2022_Sustainability.pdf","","MAYBE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
