Study_no,ES_no,Title,FirstAuth,Pub_year,Pub_type,Pub_name,DOI,City,Country,Study_year,Study_class,Study_order,Study_spec,Study_effect,Conn_type,Conn_metric,Conn_buffer,Conn_feat,Conn_lcclass,Conn_tool,r_metric,r_method,corr_type,mi,ri,ti,fi,pi,bi,var_sdi,var_type,R2i,ni,n_type,NOTES
48,237,"Role of urban green spaces for saproxylic beetle conservation: a case study of tenebrionids in Rome, Italy",Fattorini,2016,journalarticle,Journal of Insect Conservation,10.1007/s10841-016-9900-z,Rome,Italy,2000,insecta,coleoptera,detrivore,associative,structural,distance to urban core,na,distance,dist-grey,GIS,species richness,site survey,pearson,na,0.29,na,na,na,na,na,na,na,19,sites - greenspaces,manually calculated from raw data provided in table 4
48,238,"Role of urban green spaces for saproxylic beetle conservation: a case study of tenebrionids in Rome, Italy",Fattorini,2016,journalarticle,Journal of Insect Conservation,10.1007/s10841-016-9900-z,Rome,Italy,2000,insecta,coleoptera,detrivore,associative,structural,mean euclidean nearest neighbour distance,na,mean distance,dist,GIS,species richness,site survey,pearson,na,0.32,na,na,na,na,na,na,na,20,sites - greenspaces,manually calculated from raw data provided in table 5
48,239,"Role of urban green spaces for saproxylic beetle conservation: a case study of tenebrionids in Rome, Italy",Fattorini,2016,journalarticle,Journal of Insect Conservation,10.1007/s10841-016-9900-z,Rome,Italy,2000,insecta,coleoptera,detrivore,associative,structural,proportion area greenspace in patch,na,area,green,GIS,species richness,site survey,pearson,na,0.42,na,na,na,na,na,na,na,21,sites - greenspaces,manually calculated from raw data provided in table 6
48,240,"Role of urban green spaces for saproxylic beetle conservation: a case study of tenebrionids in Rome, Italy",Fattorini,2016,journalarticle,Journal of Insect Conservation,10.1007/s10841-016-9900-z,Rome,Italy,2000,insecta,coleoptera,non-detrivore,associative,structural,distance to urban core,na,distance,dist-grey,GIS,species richness,site survey,pearson,na,-0.4,na,na,na,na,na,na,na,22,sites - greenspaces,manually calculated from raw data provided in table 7
48,241,"Role of urban green spaces for saproxylic beetle conservation: a case study of tenebrionids in Rome, Italy",Fattorini,2016,journalarticle,Journal of Insect Conservation,10.1007/s10841-016-9900-z,Rome,Italy,2000,insecta,coleoptera,non-detrivore,associative,structural,mean euclidean nearest neighbour distance,na,mean distance,dist,GIS,species richness,site survey,pearson,na,-0.12,na,na,na,na,na,na,na,23,sites - greenspaces,manually calculated from raw data provided in table 8
48,242,"Role of urban green spaces for saproxylic beetle conservation: a case study of tenebrionids in Rome, Italy",Fattorini,2016,journalarticle,Journal of Insect Conservation,10.1007/s10841-016-9900-z,Rome,Italy,2000,insecta,coleoptera,non-detrivore,associative,structural,proportion area greenspace in patch,na,area,green,GIS,species richness,site survey,pearson,na,-0.44,na,na,na,na,na,na,na,24,sites - greenspaces,manually calculated from raw data provided in table 9
49,243,Movement of feeder-using songbirds: the influence of urban features,Cox,2016,journalarticle,Scientific Reports,10.1038/srep37669,Milton Keynes,United Kingdom,2013,aves,passeriformes,Paridae,associative,structural,patch connectivity index,na,graph network,green,GIS,movement presence,mist-netting,glm-binomial,4,na,4.1,na,na,1.1,0.3,SE,na,17,sites - sampled feeders,"results from table 3, using network connectivity and presence/absence of movement"
49,244,Movement of feeder-using songbirds: the influence of urban features,Cox,2016,journalarticle,Scientific Reports,10.1038/srep37669,Luton,United Kingdom,2013,aves,passeriformes,Paridae,associative,structural,patch connectivity index,na,graph network,green,GIS,movement presence,mist-netting,glm-binomial,4,na,3.7,na,na,1,0.3,SE,na,17,sites - sampled feeders,"results from table 3, using network connectivity and presence/absence of movement"
49,245,Movement of feeder-using songbirds: the influence of urban features,Cox,2016,journalarticle,Scientific Reports,10.1038/srep37669,Bedford,United Kingdom,2013,aves,passeriformes,Paridae,associative,structural,patch connectivity index,na,graph network,green,GIS,movement presence,mist-netting,glm-binomial,4,na,5.6,na,na,1.7,0.3,SE,na,17,sites - sampled feeders,"results from table 3, using network connectivity and presence/absence of movement"
49,246,Movement of feeder-using songbirds: the influence of urban features,Cox,2016,journalarticle,Scientific Reports,10.1038/srep37669,Milton Keynes,United Kingdom,2013,aves,passeriformes,Paridae,associative,functional,functional connectivity index,na,graph network,green,GIS,movement frequency,mist-netting,glm-poisson,4,na,2.4,na,na,0.6,0.2,SE,na,17,sites - sampled feeders,"results from table 3, using network connectivity and frequency of network movement"
49,247,Movement of feeder-using songbirds: the influence of urban features,Cox,2016,journalarticle,Scientific Reports,10.1038/srep37669,Luton,United Kingdom,2013,aves,passeriformes,Paridae,associative,functional,functional connectivity index,na,graph network,green,GIS,movement frequency,mist-netting,glm-poisson,4,na,0.1,na,na,0.02,0.3,SE,na,17,sites - sampled feeders,"results from table 3, using network connectivity and frequency of network movement"
49,248,Movement of feeder-using songbirds: the influence of urban features,Cox,2016,journalarticle,Scientific Reports,10.1038/srep37669,Bedford,United Kingdom,2013,aves,passeriformes,Paridae,associative,functional,functional connectivity index,na,graph network,green,GIS,movement frequency,mist-netting,glm-poisson,4,na,20.2,na,na,5,0.2,SE,na,17,sites - sampled feeders,"results from table 3, using network connectivity and frequency of network movement"
50,249,"Nested patterns in urban butterfly species assemblages: respective roles of plot management, park layout and landscape features",Lizée,2016,journalarticle,Urban Ecosystems,10.1007/s11252-015-0501-5,Marseille,France,2008,insecta,lepidoptera,na,associative,structural,distance to natural area,0.25,distance,dist-green,GIS,nestedness temperature,transect survey,spearman,na,0.54,na,na,0.05,na,na,na,na,15,sites - parks,"They also look at richness etc, but provide no estimates (it was all non-significant)"
51,250,Songbird genetic diversity is lower in anthropogenically versus naturally fragmented landscapes,MacDougall-Shackleton,2011,journalarticle,Conservation Genetics,10.1007/s10592-011-0222-0,Vancouver,Canada,2002,aves,passeriformes,song sparrow,associative,structural,geographic distance,na,distance,dist,Geographic Distance Matrix Calculator,genetic distance-Fst,genetic-microsatellite,pearson,na,0.6,na,na,na,na,na,na,na,42,sites - populations ,"extracted from figure2, though I think this is ln(geogdistance)"
51,251,Songbird genetic diversity is lower in anthropogenically versus naturally fragmented landscapes,MacDougall-Shackleton,2011,journalarticle,Conservation Genetics,10.1007/s10592-011-0222-0,Vancouver,Canada,2002,aves,passeriformes,song sparrow,associative,structural,geographic distance,na,distance,dist,Geographic Distance Matrix Calculator,genetic distance-Fst,genetic-microsatellite,pearson,na,0.56,na,18.24,0.0001,na,na,na,na,39,degrees of freedom,"Correlation coefficient from F-statistic. 7 microsatellites, coastal islands vs urban islands"
51,252,Songbird genetic diversity is lower in anthropogenically versus naturally fragmented landscapes,MacDougall-Shackleton,2011,journalarticle,Conservation Genetics,10.1007/s10592-011-0222-0,Vancouver,Canada,2002,aves,passeriformes,song sparrow,associative,structural,distance to nearest neighbour,4,distance,dist-green,Geographic Distance Matrix Calculator,genetic distance-Fst,genetic-microsatellite,pearson,na,0.42,na,7.14,0.012,na,na,na,na,33,degrees of freedom,"Correlation coefficient from F-statistic. 7 microsatellites, coastal islands vs urban islands"
52,253,Complex effects of fragmentation on remnant woodland plant communities of a rapidly urbanizing biodiversity hotspot,Ramalho,2014,journalarticle,Ecology,10.1890/13-1239.1,Perth,Australia,2008,plantae,na,woody plants,associative,structural,proportion greenspace in buffer,2,area,green,GIS,species richness,site survey,glmm,2,na,-4.29,na,0.001,-0.001,0,SE,na,30,sites - sampled,"proportion of remnant vegetation, from table2"
52,254,Complex effects of fragmentation on remnant woodland plant communities of a rapidly urbanizing biodiversity hotspot,Ramalho,2014,journalarticle,Ecology,10.1890/13-1239.1,Perth,Australia,2008,plantae,na,native herbs,associative,structural,proportion greenspace in buffer,2,area,green,GIS,species richness,site survey,glmm,5,na,-2.661,na,0.0078,-0.001,0,SE,na,30,sites - sampled,"proportion of remnant vegetation, from table2"
52,255,Complex effects of fragmentation on remnant woodland plant communities of a rapidly urbanizing biodiversity hotspot,Ramalho,2014,journalarticle,Ecology,10.1890/13-1239.1,Perth,Australia,2008,plantae,na,woody plants,associative,structural,area greenspace in buffer,2,area,green,GIS,species richness,site survey,pearson,na,-0.1,na,na,0.61,na,na,na,na,30,sites - sampled,"result from figure3, this is a simple correlation"
53,256,Urban amphibian assemblages as metacommunities,Parris,2006,journalarticle,Journal of Animal Ecology,10.1111/j.1365-2656.2006.01096.x,Melbourne,Australia,2002,amphibia,anura,na,associative,structural,proportion impervious in buffer,0.5,area,grey,GIS,species richness,site survey,glm-poisson,6,na,-2.827586207,na,na,-7.38,2.61,SE,na,104,sites - ponds,"poisson regression, needs to be converted to test statistic"
54,257,Urban conservation genetics: Study of a terrestrial salamander in the city,Noël,2010,journalarticle,Biological Conservation,10.1016/j.biocon.2010.07.033,Montreal,Canada,2005,amphibia,urodela,Plethodon cinereus,associative,structural,geographic distance,na,distance,dist,GIS,genetic distance-Fst,genetic-microsatellite,mantel,na,0.03,na,na,na,na,na,na,na,12,sites - patch,"6 microsatellites, unclear whether it was LOG distance or just distance."
55,258,The response of ground and bark foraging insectivorous birds across an urban–forest gradient,Trollope,2009,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2009.06.013,Melbourne,Australia,2007,aves,passeriformes,Eopsaltria australis,associative,structural,area greenspace in patches connected by <100m,0.1,area,green,GIS,occurrence,site survey,glm-logistic,6,na,0.638,na,0.5233,3.384,5.302,SE,na,90,sites - sampled,Only this species had enough data for the logistic model
55,259,The response of ground and bark foraging insectivorous birds across an urban–forest gradient,Trollope,2009,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2009.06.013,Melbourne,Australia,2007,aves,passeriformes,Eopsaltria australis,associative,structural,area greenspace in buffer,0.1,area,green,GIS,occurrence,site survey,glm-logistic,6,na,-0.928,na,0.3534,-6.776,7.302,SE,na,90,sites - sampled,Only this species had enough data for the logistic model
55,260,The response of ground and bark foraging insectivorous birds across an urban–forest gradient,Trollope,2009,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2009.06.013,Melbourne,Australia,2007,aves,passeriformes,Eopsaltria australis,associative,structural,distance to nearest larger neighbour,na,distance,dist-green,GIS,occurrence,site survey,glm-logistic,6,na,-0.211,na,0.8328,-0.0453,0.2146,SE,na,90,sites - sampled,Only this species had enough data for the logistic model
55,261,The response of ground and bark foraging insectivorous birds across an urban–forest gradient,Trollope,2009,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2009.06.013,Melbourne,Australia,2007,aves,passeriformes,Malurus cyaneus,associative,structural,landscape forest proportion,5,area,green,GIS,occurrence,site survey,pearson,na,-0.09,na,na,0.813,na,na,na,na,10,sites - landscapes,landscape level correlations
55,262,The response of ground and bark foraging insectivorous birds across an urban–forest gradient,Trollope,2009,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2009.06.013,Melbourne,Australia,2007,aves,passeriformes,Malurus cyaneus,associative,structural,landscape road density,5,area,grey,GIS,occurrence,site survey,pearson,na,-0.18,na,na,0.651,na,na,na,na,10,sites - landscapes,landscape level correlations
55,263,The response of ground and bark foraging insectivorous birds across an urban–forest gradient,Trollope,2009,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2009.06.013,Melbourne,Australia,2007,aves,passeriformes,Eopsaltria australis,associative,structural,landscape forest proportion,5,area,green,GIS,occurrence,site survey,pearson,na,0.78,na,na,0.013,na,na,na,na,10,sites - landscapes,landscape level correlations
55,264,The response of ground and bark foraging insectivorous birds across an urban–forest gradient,Trollope,2009,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2009.06.013,Melbourne,Australia,2007,aves,passeriformes,Eopsaltria australis,associative,structural,landscape road density,5,area,grey,GIS,occurrence,site survey,pearson,na,-0.9,na,na,0.001,na,na,na,na,10,sites - landscapes,landscape level correlations
55,265,The response of ground and bark foraging insectivorous birds across an urban–forest gradient,Trollope,2009,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2009.06.013,Melbourne,Australia,2007,aves,passeriformes,Sericornis frontalis,associative,structural,landscape forest proportion,5,area,green,GIS,occurrence,site survey,spearman,na,0.51,na,na,0.166,na,na,na,na,10,sites - landscapes,landscape level correlations
55,266,The response of ground and bark foraging insectivorous birds across an urban–forest gradient,Trollope,2009,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2009.06.013,Melbourne,Australia,2007,aves,passeriformes,Sericornis frontalis,associative,structural,landscape road density,5,area,grey,GIS,occurrence,site survey,spearman,na,-0.44,na,na,0.235,na,na,na,na,10,sites - landscapes,landscape level correlations
