ID,pd,item_type,pub_year,author,title,journal,ISBN,ISSN,DOI,URL,pdf,urban_area,country,conn_type,conn_metric,response_var,taxa,validation,data_location,excl_reason,result_sign,notes
335,YES,journalArticle,2013,"Johnson, Pieter T. J.; Hoverman, Jason T.; McKenzie, Valerie J.; Blaustein, Andrew R.; Richgels, Katherine L. D.",Urbanization and wetland communities: applying metacommunity theory to understand the local and landscape effects,Journal of Applied Ecology,,218901,10.1111/1365-2664.12022,https://onlinelibrary.wiley.com/doi/10.1111/1365-2664.12022,Y,Denver,USA,na,na,na,multi-taxa,site survey,na,5,na,"meta-community urbanization study, mention connectivity, but make no estimate of it"
373,YES,journalArticle,2013,"Kajdacsi, Brittney; Costa, Federico; Hyseni, Chaz; Porter, Fleur; Brown, Julia; Rodrigues, Gorete; Farias, Helena; Reis, Mitermayer G.; Childs, James E.; Ko, Albert I.; Caccone, Adalgisa","Urban population genetics of slum-dwelling rats ( <i>Rattus norvegicus</i> ) in Salvador, Brazil",Molecular Ecology,,1,10.1111/mec.12455,https://onlinelibrary.wiley.com/doi/10.1111/mec.12455,Y,Salvador,Brazil,genetic,geographic distance,genetic differentiation,mammalia,genetic sample,"text, table",na,0,"invasive norway rats, microsatellites used for genetic marker, some other feature is structuring pops, NOT geographic distances"
164,YES,journalArticle,2016,"Kajihara, Kazumitsu; Yamaura, Yuichi; Soga, Masashi; Furukawa, Yasuto; Morimoto, Junko; Nakamura, Futoshi","Urban shade as a cryptic habitat: fern distribution in building gaps in Sapporo, northern Japan",Urban Ecosystems,,"1083-8155, 1573-1642",10.1007/s11252-015-0499-8,http://link.springer.com/10.1007/s11252-015-0499-8,Y,Sapporo,Japan,structural,distance to regional forest (species pool),occurrence,pteridophyta,site survey,"text, table, figure",na,mixed,"mostly negative relationship with distance from continuous forest, glmms used for analysis"
10,YES,journalArticle,2012,"Kang, Wanmo; Lee, Dowon; Park, Chan-Ryul",Nest distribution of magpies Pica pica sericea as related to habitat connectivity in an urban environment,Landscape and Urban Planning,,1692046,10.1016/j.landurbplan.2011.10.014,https://linkinghub.elsevier.com/retrieve/pii/S0169204611003021,Y,Seoul,South Korea,structural,geographic distance,nest density,aves,site survey,"text, table, figure",na,pos,"really small scale, only 1 park. Looking at nest density for magpies"
17,YES,journalArticle,2015,"Kang, Wanmo; Minor, Emily S.; Park, Chan-Ryul; Lee, Dowon","Effects of habitat structure, human disturbance, and habitat connectivity on urban forest bird communities",Urban Ecosystems,,"1083-8155, 1573-1642",10.1007/s11252-014-0433-5,http://link.springer.com/10.1007/s11252-014-0433-5,Y,Seoul,South Korea,potential,probability of connectivity index,"species richness, abundance",aves,transect survey,"text, table",na,pos,glms and model averaging for final estimate
159,YES,journalArticle,2021,"Karimi, James D.; Harris, Jim A.; Corstanje, Ron",Using Bayesian Belief Networks to assess the influence of landscape connectivity on ecosystem service trade-offs and synergies in urban landscapes in the UK,Landscape Ecology,,"0921-2973, 1572-9761",10.1007/s10980-021-01307-6,https://link.springer.com/10.1007/s10980-021-01307-6,Y,Milton Keynes; Luton; Bedford,UK,potential,current flow,ecosystem services,aves,site survey,"text, supplement",10,na,"Builds on Grafius et al. 2017, using Bayesian belief networks to model importance of connectivity on ecosystem services. Resistance values estimated based on literature (see prev publication). DATASET AVAILABLE ONLINE. Not sure where the parameter estimates are in the article..."
100,YES,journalArticle,2018,"Ke, Yuanyuan; Yu, Yan; Tong, Yan",Selection of important ecological source patches base on Green Infrastructure theory: A case study of Wuhan city,IOP Conference Series: Earth and Environmental Science,,"1755-1307, 1755-1315",10.1088/1755-1315/108/4/042078,https://iopscience.iop.org/article/10.1088/1755-1315/108/4/042078,Y,Wuhan,China,potential,least-cost path,na,na,none,na,8,na,"purely descriptive of the landscape, identifying important patches to the theoretical green network"
238,YES,journalArticle,2020,"Khimoun, A.; Doums, C.; Molet, M.; Kaufmann, B.; Peronnet, R.; Eyer, P. A.; Mona, S.",Urbanization without isolation: the absence of genetic structure among cities and forests in the tiny acorn ant <i>Temnothorax nylanderi</i>,Biology Letters,,"1744-9561, 1744-957X",10.1098/rsbl.2019.0741,https://royalsocietypublishing.org/doi/10.1098/rsbl.2019.0741,Y,na,France,genetic,na,na,formicidae,genetic sample,na,4,na,"samples from different cities, no comparison within cities, only among"
450,YES,journalArticle,2020,"Kim, Dohee; Shin, Wonhyeop; Choi, Heejoon; Kim, Jihwan; Song, Youngkeun",Estimation of Ecological Connectivity in a City Based on Land Cover and Urban Habitat Maps,Sustainability,,2071-1050,10.3390/su12229529,https://www.mdpi.com/2071-1050/12/22/9529,Y,Suwon,South Korea,potential,current flow,na,na,none,na,8,na,"descriptive study of land use change in connectivity because of urbanization, no biological data used at all. LS resistances just based on LCLU"
259,YES,journalArticle,2020,"Kimmig, Sophia E.; Beninde, Joscha; Brandt, Miriam; Schleimer, Anna; Kramer?Schadt, Stephanie; Hofer, Heribert; Börner, Konstantin; Schulze, Christoph; Wittstatt, Ulrich; Heddergott, Mike; Halczok, Tanja; Staubach, Christoph; Frantz, Alain C.",Beyond the landscape: Resistance modelling infers physical and behavioural gene flow barriers to a mobile carnivore across a metropolitan area,Molecular Ecology,,"0962-1083, 1365-294X",10.1111/mec.15345,https://onlinelibrary.wiley.com/doi/10.1111/mec.15345,Y,Berlin,Germany,genetic,resistance distance,genetic differentiation,mammalia,genetic sample,"text, supplement",10,mixed,"red foxes, 16 microsat loci. 3 metrics of genetic distance was used. Not sure where the parameter estimates are, supplemental file wont open."
128,YES,journalArticle,2013,"?opucki, Rafa?; Mróz, Iwona; Berli?ski, ?ukasz; Burzych, Marzena",Effects of urbanization on small-mammal communities and the population structure of synurbic species: an example of a medium-sized city,Canadian Journal of Zoology,,"0008-4301, 1480-3283",10.1139/cjz-2012-0168,http://www.nrcresearchpress.com/doi/10.1139/cjz-2012-0168,Y,Lublin,Poland,structural,proportion of edge adjacent to barriers,"species richness, shannon-wiener index",mammalia,bait traps,text,na,neg,strange metric of 'isolation'
399,YES,journalArticle,2023,"Kirk, Holly; Soanes, Kylie; Amati, Marco; Bekessy, Sarah; Harrison, Lee; Parris, Kirsten; Ramalho, Cristina; Van De Ree, Rodney; Threlfall, Caragh",Ecological connectivity as a planning tool for the conservation of wildlife in cities,MethodsX,,22150161,10.1016/j.mex.2022.101989,https://www.sciencedirect.com/science/article/pii/S2215016122003636,Y,na,na,na,na,na,na,na,na,9,na,good call to action for including urban connectivity in conservation
232,YES,journalArticle,2008,"Knapp, Sonja; Kühn, Ingolf; Mosbrugger, Volker; Klotz, Stefan",Do protected areas in urban and rural landscapes differ in species diversity?,Biodiversity and Conservation,,"0960-3115, 1572-9710",10.1007/s10531-008-9369-5,http://link.springer.com/10.1007/s10531-008-9369-5,Y,Halle,Germany,structural,"distance to nearest neighbour, mean distance to nearest similar habitat","alpha, beta, gamma diversity",multi-taxa,local species list,"text, table",na,neg,"distance only significant for snails, using minimum adequate models"
141,YES,journalArticle,2010,"Kong, Fanhua; Yin, Haiwei; Nakagoshi, Nobukazu; Zong, Yueguang",Urban green space network development for biodiversity conservation: Identification based on graph theory and gravity modeling,Landscape and Urban Planning,,1692046,10.1016/j.landurbplan.2009.11.001,https://linkinghub.elsevier.com/retrieve/pii/S0169204609002333,Y,Jinan,China,potential,na,na,na,none,na,8,na,least-cost resistance values assigned based on vegetation type and expert opinion. More of a planning document
279,YES,journalArticle,2011,"Konvicka, Martin; Kadlec, Tomas",How to increase the value of urban areas for butterfly conservation? A lesson from Prague nature reserves and parks,European Journal of Entomology,,"12105759, 18028829",10.14411/eje.2011.030,http://www.eje.cz/doi/10.14411/eje.2011.030.html,Y,Prague,Czech Republic,structural,distance to city centre,occurrence,lepidoptera,site survey,"text, table",5,na,"more of a gradient analysis, hard to parse out JUST the 'connectivity' impact"
249,YES,journalArticle,2021,"Korhonen, Aku; Penttilä, Reijo; Siitonen, Juha; Miettinen, Otto; Immonen, Auli; Hamberg, Leena",Urban forests host rich polypore assemblages in a Nordic metropolitan area,Landscape and Urban Planning,,1692046,10.1016/j.landurbplan.2021.104222,https://linkinghub.elsevier.com/retrieve/pii/S0169204621001857,Y,Helsinki,Finland,structural,proportion of mature forest in 200m buffer,species richness,fungi,site survey,"text, table, figure",na,pos,also estimate species richness of red-listed species. They say 'proportion of forest' is habitat connectivity
231,YES,journalArticle,2019,"Kozakiewicz, Christopher P.; Burridge, Christopher P.; Funk, W. Chris; Salerno, Patricia E.; Trumbo, Daryl R.; Gagne, Roderick B.; Boydston, Erin E.; Fisher, Robert N.; Lyren, Lisa M.; Jennings, Megan K.; Riley, Seth P. D.; Serieys, Laurel E. K.; VandeWoude, Sue; Crooks, Kevin R.; Carver, Scott",Urbanization reduces genetic connectivity in bobcats ( <i>Lynx rufus</i> ) at both intra– and interpopulation spatial scales,Molecular Ecology,,"0962-1083, 1365-294X",10.1111/mec.15274,https://onlinelibrary.wiley.com/doi/10.1111/mec.15274,Y,Los Angeles,USA,genetic,"geographic distance, resistance distance",genetic differentiation,mammalia,genetic sample,"text, table, figure",na,neg,"bobcats in and around LA, developed their own SNPs for genetics. Resistance values defined from 1-100, based on literature"
144,YES,journalArticle,2019,"Ksiazek-Mikenas, Kelly; Fant, Jeremie B.; Skogen, Krissa A.",Pollinator-Mediated Gene Flow Connects Green Roof Populations Across the Urban Matrix: A Paternity Analysis of the Self-Compatible Forb Penstemon hirsutus,Frontiers in Ecology and Evolution,,2296-701X,10.3389/fevo.2019.00299,https://www.frontiersin.org/article/10.3389/fevo.2019.00299/full,Y,Chicago,USA,genetic,na,genetic differentiation,plants,na,na,4,na,"10 sites on the university campus, not really about urban or connectivity"
300,YES,journalArticle,2015,"Ku?era, Tomáš; Kloubcová, Petra; Veselý, Petr",Diverse vegetation in a spa town supports human social benefits of urban birds,Biodiversity and Conservation,,"0960-3115, 1572-9710",10.1007/s10531-015-0974-9,http://link.springer.com/10.1007/s10531-015-0974-9,Y,Bohemia,Czech Republic,na,na,na,aves,site survey,na,5,na,"human perception of bird diversity, no actual metric of connectivity used"
33,YES,journalArticle,2021,"Kwon, Oh-Sung; Kim, Jin-Hyo; Ra, Jung-Hwa",Landscape Ecological Analysis of Green Network in Urban Area Using Circuit Theory and Least-Cost Path,Land,,2073-445X,10.3390/land10080847,https://www.mdpi.com/2073-445X/10/8/847,Y,Daegu,South Korea,potential,"current flow, least-cost path",na,aves,none,na,8,na,"GIS modelling for urban planning, no biological information is incorporated, just assumed."
205,YES,journalArticle,2011,"MacGregor-Fors, Ian; Ortega-Álvarez, Rubén",Fading from the forest: Bird community shifts related to urban park site-specific and landscape traits,Urban Forestry & Urban Greening,,16188667,10.1016/j.ufug.2011.03.004,https://linkinghub.elsevier.com/retrieve/pii/S161886671100032X,Y,Mexico City,Mexico,na,na,na,aves,site survey,na,5,na,urbanization/gradient analysis using distance to the edge of the city. No real metric of connetivity was used.
354,YES,journalArticle,2019,"Laforge, Alexis; Pauwels, Julie; Faure, Baptiste; Bas, Yves; Kerbiriou, Christian; Fonderflick, Jocelyn; Besnard, Aurélien",Reducing light pollution improves connectivity for bats in urban landscapes,Landscape Ecology,,"0921-2973, 1572-9761",10.1007/s10980-019-00803-0,http://link.springer.com/10.1007/s10980-019-00803-0,Y,Lille,France,potential,least-cost path,"presence probability, activity",chiroptera,acoustic survey,na,8,na,"artifical light impacts on connectivity for bats, sdms used to create the resistance maps. Independent data used to validate the SDMS. ONLY COMPARE DIFFERENT LCP SCENARIOS, Maybe can extract data from table 1"
326,YES,journalArticle,2019,"Lampinen, Jussi","Disturbance, microclimate and historical habitat connectivity determine the population performance of the threatened grassland specialist <i>Carex caryophyllea</i> in remnant grasslands",Nordic Journal of Botany,,"0107-055X, 1756-1051",10.1111/njb.02175,https://onlinelibrary.wiley.com/doi/10.1111/njb.02175,Y,Turku,Finland,structural,distance-weighted sum of area of nearest 5 patches,"population size, individual size, reproduction",plants,site sample,"text, table",na,0,"grassland sedge species, carex caryophyllea, also measure past connectivity (but not entirely convinced that’s what they measured)"
19,YES,journalArticle,2015,"Lampinen, Jussi; Ruokolainen, Kalle; Huhta, Ari-Pekka",Urban Power Line Corridors as Novel Habitats for Grassland and Alien Plant Species in South-Western Finland,PLOS ONE,,1932-6203,10.1371/journal.pone.0142236,https://dx.plos.org/10.1371/journal.pone.0142236,Y,na,Finland,na,na,na,plants,site survey,na,5,na,"corridor analysis, no explicity consideration of connectivity"
104,YES,journalArticle,2016,"Larroque, Jeremy; Ruette, Sandrine; Vandel, Jean-Michel; Queney, Guillaume; Devillard, Sébastien",Age and sex-dependent effects of landscape cover and trapping on the spatial genetic structure of the stone marten (Martes foina),Conservation Genetics,,"1566-0621, 1572-9737",10.1007/s10592-016-0862-1,http://link.springer.com/10.1007/s10592-016-0862-1,Y,Bresse,France,"genetic, potential","geographic distance, resistance distance",genetic differentiation,mammalia,genetic sample,na,4,na,"stone martens, age and sex group analysis included. Not really IN the city though."
191,YES,journalArticle,2022,"Lee, Tracy S.; Randall, Lea A.; Kahal, Nicole L.; Kinas, Holly L.; Carney, Vanessa A.; Rudd, Heather; Baker, Tyne M.; Sanderson, Ken; Creed, Irena F.; Moehrenschlager, Axel; Duke, Danah",A framework to identify priority wetland habitats and movement corridors for urban amphibian conservation,Ecological Solutions and Evidence,,"2688-8319, 2688-8319",10.1002/2688-8319.12139,https://onlinelibrary.wiley.com/doi/10.1002/2688-8319.12139,Y,Calgary,Canada,"potential, functional",current flow,occurrence,amphibia,none,na,8,na,"amphibia framework modelling. Meant to be a guide on how to integrate for planning, no validation of the final connectivity map. Can you extract the distance metrics from the SDM?"
